resp_flag,GEND,AART,ADBT,ADEP,AHBP,AHCH,ARES,AHRT,ADGS,AHRL,AVIS,BANK,FINI,INLI,INMEDI,INVE,IOLP,ONLA,SGFA,SGLL,SGOE,SGSE,SGTC,NOC19,NAH19,age,c210apvt,c210b200,c210blu,c210bpvt,c210cip,c210ebi,c210hmi,c210hva,c210kses,c210mah,c210mob,c210mys,c210pdv,c210pmr,c210poo,c210psu,c210pwc,c210wht,ilor,meda,pdpe,tins,zhip19
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,3,65,86,14,47,14,35,45,53,168,72,49,0,3,22,43,73,99,60,33,17,61,46,4,6
0,F,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,0,3,68,86,14,47,14,35,45,53,168,72,49,0,3,22,43,73,99,60,33,5,61,46,3,4
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,2,75,84,24,34,16,43,52,59,145,76,54,23,3,13,37,73,77,44,45,17,61,46,3,2
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,1,3,66,77,24,22,23,12,33,35,101,68,50,17,2,13,28,46,44,57,30,12,43,66,4,6
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,65,78,56,28,22,34,45,52,222,78,44,0,3,14,47,60,83,56,40,17,43,66,2,0
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,72,79,46,29,21,28,42,47,194,72,43,0,3,13,51,57,70,69,35,12,43,66,3,3
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,1,65,69,36,37,31,12,32,35,124,65,50,3,2,10,40,61,80,70,25,12,43,66,5,2
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,2,67,84,29,24,16,54,58,68,190,89,53,0,4,12,44,74,97,39,55,12,43,66,2,9
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,70,85,27,22,15,26,40,46,179,75,58,0,3,19,40,46,41,33,54,7,43,66,3,1
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,3,65,66,7,27,34,8,30,32,116,68,51,0,3,18,32,48,93,54,42,99,43,66,2,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,65,56,7,17,44,2,22,23,96,63,51,0,3,18,25,27,56,48,35,30,43,66,4,2
0,M,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,Y,Y,Y,1,1,74,52,1,27,48,3,24,26,119,65,43,0,3,26,27,21,36,52,29,6,43,66,5,0
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,1,65,96,3,19,4,60,65,74,256,90,56,0,4,21,45,77,99,37,67,12,43,66,4,3
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,68,98,40,25,2,51,58,66,231,83,46,0,4,18,48,74,94,54,56,0,43,66,2,5
0,F,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,1,3,75,72,7,19,28,8,25,28,123,74,47,0,3,25,30,28,77,22,63,1,39,69,5,9
0,F,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,0,1,69,92,4,17,8,51,46,58,270,90,52,0,4,14,48,35,47,27,69,12,59,49,2,0
0,F,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,1,1,68,91,5,43,9,37,42,50,133,75,53,5,3,7,60,76,85,35,42,4,58,45,5,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,73,97,19,5,3,98,98,133,842,139,59,0,6,18,52,74,85,24,79,16,86,26,10,0
0,M,N,N,N,Y,Y,N,N,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,0,3,71,96,4,17,4,59,51,62,183,83,56,0,4,13,58,76,86,25,70,99,59,49,3,4
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,Y,N,0,1,79,85,7,25,15,33,41,48,157,81,48,0,4,14,34,42,64,28,54,12,59,49,3,3
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,73,88,6,31,12,25,37,44,131,74,47,0,3,16,40,68,66,35,46,3,59,49,4,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,72,96,9,3,4,99,130,185,634,155,59,0,6,6,74,90,98,38,90,12,59,49,3,4
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,0,1,65,80,8,21,20,10,28,33,87,65,52,0,4,21,17,46,64,41,47,99,59,49,4,2
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,0,3,65,96,1,7,4,44,45,54,161,85,46,0,5,18,35,64,61,30,74,99,59,49,2,7
0,F,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,0,2,66,82,6,28,18,37,41,50,131,77,50,0,4,15,41,77,89,41,55,12,59,49,10,3
0,F,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,Y,0,1,69,93,21,20,7,20,35,41,221,79,53,0,4,20,45,55,55,32,67,5,59,49,6,0
0,F,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,0,2,66,98,27,40,2,35,41,49,124,72,54,11,3,20,49,63,72,31,43,1,71,36,5,7
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,1,75,96,26,26,4,55,49,60,145,82,57,1,4,8,59,64,70,24,57,1,58,45,2,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,80,92,3,20,8,29,40,46,114,77,46,0,4,16,43,71,86,30,60,19,76,43,3,4
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,74,93,1,25,7,49,45,57,153,78,53,0,4,11,52,68,84,39,59,12,76,43,2,1
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,73,97,36,19,3,71,55,69,189,88,53,17,4,9,62,89,81,38,64,8,76,43,3,1
0,F,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,Y,N,Y,Y,0,2,68,94,37,18,6,91,68,90,210,98,50,0,5,10,56,83,87,45,69,9,76,43,5,7
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,68,74,5,30,26,8,25,31,138,68,37,0,4,19,26,11,19,25,47,4,76,43,4,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,0,2,72,97,39,27,3,57,48,61,190,82,53,3,4,18,52,65,72,27,54,12,77,40,8,3
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,67,97,32,17,3,91,69,91,190,99,55,0,5,5,73,96,99,42,72,9,77,40,2,8
0,F,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,Y,Y,N,Y,N,N,Y,N,Y,0,3,79,84,11,37,16,30,39,47,113,76,58,42,4,15,47,76,36,19,38,6,63,43,9,4
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,2,68,84,1,31,16,38,41,51,120,74,49,0,4,14,53,74,84,32,50,5,80,33,3,7
0,F,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,0,2,68,96,17,34,4,61,47,57,137,77,57,1,4,15,54,81,99,29,48,6,71,60,8,6
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,70,99,7,2,1,98,97,125,351,124,59,0,6,9,61,95,99,37,89,12,49,54,4,3
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,1,3,72,86,20,34,14,66,50,60,155,75,55,21,3,11,58,83,79,35,51,19,71,60,2,6
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,2,70,95,2,27,5,56,45,54,107,80,53,0,4,12,43,85,99,28,65,12,49,54,2,1
0,F,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,0,2,67,96,3,23,4,71,53,64,118,80,54,0,4,20,44,50,69,34,57,9,49,54,4,0
0,F,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,0,1,71,96,1,23,4,63,51,58,103,78,55,0,4,13,40,81,99,28,59,9,49,54,3,2
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,1,71,87,4,10,13,63,49,58,188,84,48,0,4,20,43,73,77,32,70,17,49,54,6,3
0,F,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,0,2,70,52,43,16,48,1,16,16,88,61,54,0,4,22,11,12,31,31,51,99,45,53,3,1
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,68,72,2,17,28,7,25,27,68,62,46,0,4,21,26,20,41,29,55,12,49,54,4,3
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,0,4,72,98,35,12,2,85,69,83,229,99,51,0,5,16,55,84,88,45,73,1,49,54,7,5
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,69,98,3,13,2,84,64,79,178,93,55,0,5,19,46,85,99,27,74,4,49,54,4,0
0,M,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,0,2,65,99,6,13,1,76,57,68,232,92,58,0,4,21,45,71,76,21,63,19,49,54,3,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,67,80,2,20,20,26,34,39,72,70,48,0,4,21,36,60,99,41,64,14,49,54,4,8
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,4,3,66,93,2,17,7,70,51,63,114,85,55,0,4,15,40,82,99,29,66,23,49,54,17,9
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,72,96,3,12,4,67,49,61,159,86,50,0,4,14,45,67,74,25,69,15,45,53,3,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,65,97,3,8,3,90,74,91,223,103,59,0,6,9,67,94,99,30,82,5,49,54,3,3
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,3,67,97,56,17,3,89,71,88,187,93,52,0,4,13,61,91,90,41,67,1,61,59,2,4
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,65,99,23,23,1,43,42,47,355,84,40,0,4,21,36,4,10,21,64,1,61,59,3,2
0,F,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,0,1,65,99,29,7,1,91,75,93,242,104,53,0,5,10,68,94,86,43,83,10,61,59,3,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,1,73,88,56,22,12,43,41,47,131,76,37,0,4,16,38,35,36,41,53,10,61,59,2,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,1,3,70,86,80,13,14,84,65,79,184,91,43,22,4,15,51,83,69,44,72,6,61,59,9,7
0,M,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,N,Y,Y,N,Y,N,Y,0,2,69,84,16,34,16,32,38,42,63,67,53,12,3,19,51,64,88,37,48,99,33,66,3,2
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,77,92,59,12,8,28,37,40,176,71,51,11,3,25,44,26,25,27,53,99,54,56,2,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,2,75,93,24,18,7,85,67,82,245,97,60,7,4,10,65,85,92,26,69,17,61,50,4,7
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,69,86,17,38,14,26,35,39,86,70,56,33,3,22,52,62,63,32,47,12,46,53,1,4
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,73,89,23,37,11,30,36,41,142,70,56,14,3,15,59,74,86,33,50,12,46,53,2,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,0,1,78,82,9,26,18,24,41,44,263,71,57,0,3,22,29,46,52,34,39,3,86,36,4,0
0,F,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,0,2,69,93,16,21,7,82,62,74,130,84,52,8,4,14,53,78,92,37,57,1,19,85,6,0
0,F,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,Y,Y,0,1,71,81,43,35,19,7,26,30,106,72,55,0,3,24,32,26,32,20,42,7,76,43,10,2
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,71,89,20,24,11,53,56,67,229,84,52,17,3,18,35,72,80,47,47,0,62,37,3,0
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,66,89,40,20,11,68,57,64,157,84,47,0,4,20,45,69,43,20,63,10,59,61,4,2
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,3,69,95,38,15,5,77,60,71,193,93,50,4,4,15,51,65,75,37,68,9,61,82,5,6
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,68,97,14,3,3,98,102,135,371,128,53,0,6,11,65,92,99,49,83,7,59,61,2,3
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,1,3,68,97,12,10,3,95,87,112,220,107,48,0,6,8,63,87,93,54,73,3,59,61,2,8
0,M,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,3,2,72,98,58,22,2,73,57,68,165,87,39,0,4,15,52,56,66,39,62,3,59,61,3,2
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2,6,79,97,59,8,3,95,89,114,289,116,45,1,6,10,65,79,82,52,80,12,61,82,2,9
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,75,94,9,13,6,61,48,59,160,90,42,0,6,23,30,34,39,24,66,3,59,61,3,5
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,67,95,10,19,5,84,68,81,153,89,55,0,4,15,57,88,99,30,67,13,59,61,5,6
0,F,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,Y,N,Y,Y,4,5,71,99,99,0,0,31,43,43,0,62,70,0,2,50,50,0,0,0,99,6,59,61,3,9
0,F,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,2,2,68,75,8,18,25,24,33,39,214,76,48,0,4,30,20,46,67,25,51,31,59,61,3,9
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,72,70,23,23,30,23,34,38,100,69,47,44,3,20,39,49,29,39,54,99,59,61,1,1
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,0,1,75,80,10,31,20,21,33,37,88,67,53,31,3,18,34,71,57,32,32,7,59,61,5,6
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,65,85,7,13,15,24,34,39,80,83,32,1,6,12,27,9,16,14,70,18,59,61,2,0
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,4,6,75,93,5,5,7,85,67,82,228,103,52,4,6,14,53,82,97,35,78,21,59,61,2,8
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,1,71,98,10,3,2,91,78,98,565,121,41,0,6,12,52,52,46,22,82,14,59,61,4,6
0,M,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,1,2,79,68,15,36,32,13,28,31,88,66,54,0,3,36,17,21,45,25,32,10,59,61,5,2
0,F,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N,0,1,78,83,19,29,17,9,25,27,98,66,60,0,3,31,23,42,60,20,44,13,59,61,3,1
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,71,99,1,15,0,83,66,79,179,93,53,0,5,9,65,92,98,28,67,9,59,61,2,7
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6,2,72,72,13,23,28,24,35,39,121,72,40,0,4,28,21,21,18,48,47,12,59,61,3,5
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,71,85,7,12,15,61,49,59,153,84,55,0,4,20,34,57,63,24,69,7,59,61,3,3
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,67,82,12,30,18,26,34,40,123,71,40,0,4,25,26,22,31,28,42,7,59,61,2,5
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,66,84,4,22,16,27,34,41,160,76,44,0,4,19,31,21,30,33,64,99,59,61,2,8
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,72,81,15,12,19,52,44,54,143,80,53,0,4,24,33,61,74,31,72,99,59,61,2,2
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,67,99,4,16,1,83,66,79,197,94,46,0,5,11,56,63,65,38,73,12,59,61,2,6
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,2,76,94,14,34,6,55,48,56,165,79,54,5,3,11,67,81,95,38,48,22,49,74,2,1
0,M,N,N,N,N,N,N,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Y,8,3,78,94,0,26,6,54,46,55,94,79,45,0,4,15,38,74,97,41,52,14,51,63,3,8
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,79,97,12,23,3,79,61,74,146,84,55,0,4,13,58,88,99,31,62,9,51,63,5,2
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,1,1,70,68,9,32,32,21,34,37,92,66,49,6,3,19,42,56,59,37,46,2,31,80,5,2
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,71,88,13,27,12,59,50,58,147,80,59,0,3,17,48,52,92,25,55,99,31,80,2,5
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,79,76,25,29,24,41,41,48,117,72,49,0,3,20,41,55,89,32,52,7,47,71,3,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,2,68,92,36,34,8,80,62,75,165,81,55,0,4,12,57,87,95,34,55,12,47,71,5,7
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,2,67,95,18,32,5,64,53,61,176,79,58,0,4,14,49,78,96,25,52,17,47,71,4,4
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,2,76,95,18,30,5,76,57,70,168,84,60,0,4,16,54,83,99,22,61,3,47,71,3,5
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,2,66,95,21,35,5,62,51,60,174,77,56,2,4,11,56,71,81,32,51,12,47,71,3,6
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,3,74,99,7,16,1,88,71,88,269,100,60,0,4,15,55,87,95,29,73,11,48,59,3,8
0,F,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,0,1,69,85,0,31,15,31,40,43,123,75,53,6,4,16,38,59,60,24,52,12,48,59,5,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,68,99,14,22,0,64,53,61,135,82,56,0,3,14,45,88,96,29,55,4,48,59,4,0
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,74,95,1,27,5,68,54,64,121,78,55,0,4,11,51,83,92,32,58,3,48,59,2,2
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,1,65,69,7,26,31,17,31,34,120,73,46,0,4,18,30,27,41,28,51,19,50,55,2,7
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,4,78,53,4,26,47,3,18,19,55,60,58,0,3,18,16,21,27,22,33,99,50,55,1,8
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,72,66,1,30,34,3,18,19,88,65,62,0,3,25,14,19,12,11,45,7,50,55,6,1
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2,3,70,56,5,28,44,3,20,20,54,61,57,0,3,23,22,49,63,35,38,14,50,55,2,8
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,69,44,1,36,56,3,18,19,43,60,47,0,3,16,21,26,45,37,39,32,50,55,2,6
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,1,72,86,3,19,14,61,48,59,121,88,44,0,4,13,37,46,55,24,64,99,50,55,2,0
0,M,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,Y,Y,0,1,65,78,2,19,22,55,49,56,114,81,45,2,4,16,37,52,66,34,69,13,50,55,4,4
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,3,68,77,3,26,23,24,34,39,67,70,55,0,3,19,29,58,91,29,38,17,50,55,2,5
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,77,78,0,17,22,6,21,23,54,61,53,0,3,30,14,27,50,30,39,17,50,55,2,1
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,1,77,85,9,11,15,41,43,48,128,79,59,0,4,18,41,63,65,21,71,99,50,55,1,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2,3,70,89,1,29,11,62,52,60,100,78,57,2,4,19,41,76,95,28,56,5,50,55,3,8
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,71,65,1,16,35,2,17,18,66,60,54,0,3,19,12,28,58,27,42,12,50,55,3,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,68,85,9,11,15,41,43,48,128,79,59,0,4,18,41,63,65,21,71,99,50,55,3,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,76,77,4,8,23,12,28,30,260,75,62,0,4,21,24,8,11,10,70,9,50,55,4,0
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,71,54,1,36,46,6,22,23,52,61,52,0,3,17,23,34,68,25,35,99,50,55,1,2
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,2,70,90,0,26,10,57,49,57,126,77,57,0,4,12,52,88,99,27,57,99,50,55,3,8
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,68,77,2,22,23,13,29,31,139,68,46,0,4,14,35,36,39,33,55,36,50,55,4,1
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,4,77,64,1,20,36,12,28,30,77,66,51,0,4,26,19,65,92,39,58,14,50,55,3,2
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,3,69,97,2,7,3,94,81,105,274,111,58,0,6,6,70,91,99,39,82,10,50,55,7,6
0,F,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,0,1,69,96,11,13,4,64,51,61,153,92,57,0,5,8,49,69,62,20,71,13,65,52,10,0
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,72,72,25,20,28,17,32,34,150,75,53,0,4,11,43,59,62,27,49,13,65,52,2,3
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,5,70,72,1,14,28,15,30,32,99,79,42,0,5,26,18,14,15,9,64,28,65,52,5,6
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,67,91,2,16,9,17,30,34,114,72,56,0,4,24,30,40,51,26,72,15,65,52,3,7
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,67,76,5,32,24,29,38,42,76,69,56,34,3,20,43,52,67,23,43,12,60,57,3,1
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,72,56,1,31,44,3,18,19,54,60,55,0,3,27,18,15,51,24,40,12,60,57,4,4
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,66,60,0,21,40,10,26,28,48,66,47,0,4,21,31,46,87,36,43,7,61,53,4,0
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,76,77,3,22,23,15,29,32,87,67,50,0,4,26,35,47,65,27,49,99,64,46,2,0
0,F,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,0,4,74,92,4,28,8,11,26,29,89,65,67,0,3,24,31,49,57,14,49,2,64,46,7,9
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,1,72,91,10,22,9,27,35,41,168,74,66,0,4,23,31,37,48,9,58,11,64,46,5,2
